"id","question_id","text","is_correct"
198,53,"A Tiger",false
199,53,"A Dragon",false
200,53,"A Lion",false
201,53,"A Horse",true
202,54,"Geddy Lee",false
203,54,"John Rutsey",false
204,54,"Alex Lifeson",false
205,54,"Neil Peart",true
206,55,"Walter White",true
207,55,"Jesse Pinkman",false
208,55,"Saul Goodman",false
209,55,"Skyler White",false
210,56,"Markup Language",true
211,56,"Macro Language",false
212,56,"Scripting Language",false
213,56,"Programming Language",false
214,57,"Talc",true
215,57,"Gypsum",false
216,57,"Quartz",false
217,57,"Diamond",false
218,58,"Vodka",false
219,58,"Gin",false
220,58,"Whisky",false
221,58,"Rum",true
222,59,"John Buchan",false
223,59,"Graham Greene",false
224,59,"Ian Fleming",true
225,59,"Joseph Conrad",false
226,60,"CeeLo Green",false
227,60,"Pharrell Williams",false
228,60,"John Legend",false
229,60,"Aloe Blacc",true
230,61,"Dubstep",false
231,61,"Drum and Bass",false
232,61,"House",false
233,61,"Trance",true
234,62,"Illyrians",true
235,62,"Achaeans",false
236,62,"Dorians",false
237,62,"Ionians",false
238,63,"False",false
239,63,"True",true
240,64,"1990",false
241,64,"1891",false
242,64,"1991",true
243,64,"1992",false
244,65,"True",true
245,65,"False",false
246,66,"Canada",true
247,66,"United States",false
248,66,"United Kingdom",false
249,66,"Australia",false
250,67,"Saudi Arabia",false
251,67,"United States",false
252,67,"Germany",false
253,67,"Russia",true
254,68,"Sailor Mars",false
255,68,"Sailor Jupiter",false
256,68,"Sailor Moon",true
257,68,"Sailor Venus",false
258,69,"Fnatic",false
259,69,"Virtus.pro",false
260,69,"Team Liquid",false
261,69,"SK Gaming",true
262,70,"Lucas",false
263,70,"Mike",false
264,70,"Eleven",true
265,70,"Karen",false
266,71,"Robbing Trains",true
267,71,"Identity Fraud",false
268,71,"Murder for Hire",false
269,71,"Tax Evasion",false
270,72,"Thomas Wesley Pentz",false
271,72,"Joel Zimmerman",true
272,72,"Sonny Moore",false
273,72,"Adam Richard Wiles",false
274,73,"Willow",false
275,73,"Spark",true
276,73,"Candela",false
277,73,"Blanche",false
278,74,"U.N. Owen Was Her",true
279,74,"Septette for the Dead Princess",false
280,74,"Pierrot of the Star-Spangled Banner",false
281,74,"Flowering Night",false
282,75,"Ren",false
283,75,"Ram",false
284,75,"Rin",true
285,75,"Rem",false
286,76,"2006",true
287,76,"2007",false
288,76,"2003",false
289,76,"2004",false
290,77,"1971",false
291,77,"1981",false
292,77,"1986",false
293,77,"1997",true
294,78,"Jun Mizutani (Japan)",false
295,78,"Ma Long (China)",true
296,78,"Vladimir Samsonov (Belarus)",false
297,78,"Zhang Jike (China)",false
298,79,"Uruguay",false
299,79,"Suriname",true
300,79,"Chile",false
301,79,"Brazil",false
302,80,"Build God, Then We&#039;ll Talk",true
303,80,"Nails for Breakfast, Tacks for Snacks",false
304,80,"I Write Sins Not Tragedies",false
305,80,"Lying Is The Most Fun A Girl Can Have Without Taking Her Clothes Off",false
306,81,"Chicago Cubs",false
307,81,"St. Louis Cardinals",false
308,81,"Atlanta Braves",true
309,81,"Cincinnati Reds",false
310,82,"Kibbled Freaky Cow",false
311,82,"Kentucky Fried Chicken",true
312,82,"Kentucky Fresh Cheese",false
313,82,"Kiwi Food Cut",false
314,83,"10",false
315,83,"8",true
316,83,"6",false
317,83,"12",false
318,84,"376",true
319,84,"346",false
320,84,"364",false
321,84,"427",false
322,85,"Half-Life 2",false
323,85,"Team Fortress",false
324,85,"Half-Life",false
325,85,"Counter-Strike 1.6",true
326,86,"False",false
327,86,"True",true
328,87,"Orvillie",false
329,87,"Gary",true
330,87,"Squidette",false
331,87,"Squidward",false
332,88,"A rope",false
333,88,"A window",false
334,88,"A flag",true
335,88,"A type of food",false
336,89,"Sends out an advertisement for someone to move in.",true
337,89,"Teleports a random person to the location.",false
338,89,"Teleports somebody from somewhere on the planet it is placed.",false
339,89,"Materializes a new being at it&#039;s location.",false
340,90,"Termina",true
341,90,"Gysahl",false
342,90,"Hyrule",false
343,90,"Besaid",false
344,91,"France",false
345,91,"Belgium",true
346,91,"USA",false
347,91,"Netherlands",false
348,92,"Louis XIII",false
349,92,"Louis XVI",false
350,92,"Louis XIV",true
351,92,"Louis XV",false
352,93,"Prospit",false
353,93,"Derse",true
354,93,"Skaia",false
355,93,"The Medium",false
356,94,"Croatia",false
357,94,"Serbia",true
358,94,"Macedonia",false
359,94,"Albania",false
360,95,"Horse",false
361,95,"Bull",true
362,95,"Ox",false
363,95,"Pig",false
364,96,"Erwin Rommel",true
365,96,"Wilhelm Keitel",false
366,96,"Gerd von Rundstadt",false
367,96,"Heinz Guderian ",false
368,97,"The Lex Diamond Story",false
369,97,"The Wild",false
370,97,"Shaolin vs Wu-Tang",false
371,97,"Only Built 4 Cuban Linx",true
372,98,"2013",false
373,98,"2018",true
374,98,"2017",false
375,98,"2011",false
376,99,"Swiss Air",true
377,99,"TWA",false
378,99,"Air France",false
379,99,"British Airways",false
380,100,"True",false
381,100,"False",true
382,101,"Cellphone",false
383,101,"Key",true
384,101,"Sword",false
385,101,"Pen",false
386,102,"True",false
387,102,"False",true
388,103,"Homo Neanderthalensis",false
389,103,"Homo Sapiens",true
390,103,"Homo Erectus",false
391,103,"Homo Ergaster",false
392,104,"True",true
393,104,"False",false
394,105,"Jared Leto",true
395,105,"Matthew Bellamy",false
396,105,"Mike Shinoda",false
397,105,"Gerard Way",false
398,106,"Antofagasta",false
399,106,"Copiap&oacute;",false
400,106,"Santiago",true
401,106,"Valpara&iacute;so",false
402,107,"Chaldean Neo-Aramaic",false
403,107,"Lishana Deni",true
404,107,"Lishan Didan",false
405,107,"Hulaul&aacute;",false
406,108,"Serbia",true
407,108,"Montenegro",false
408,108,"Bosnia and Herzegovina",false
409,108,"Croatia",false
410,109,"Verstappen on Fire (Germany)",false
411,109,"Schumacher&#039;s Ban (Britain)",false
412,109,"Death of Ayrton Senna (San Marino)",true
413,109,"The Showdown (Australia)",false
414,110,"Florida",false
415,110,"New York",false
416,110,"California",true
417,110,"Texas",false
418,111,"Lake Victoria",true
419,111,"Lake Turkana",false
420,111,"Lake Tanganyika",false
421,111,"Lake Malawi",false
422,112,"True",false
423,112,"False",true
424,113,"Gallia",false
425,113,"Hispania ",true
426,113,"Asia",false
427,113,"Italia",false
428,114,"Pendleton Ward",true
429,114,"Ben Bocquelet",false
430,114,"Rebecca Sugar",false
431,114,"J. G. Quintel",false
432,115,"Knife Attack",false
433,115,"House Fire",false
434,115,"Gunshot",false
435,115,"Drug Overdose",true
436,116,"1776",true
437,116,"1774",false
438,116,"1777",false
439,116,"1775",false
440,117,"True",false
441,117,"False",true
442,118,"Game &amp; Watch",false
443,118,"Mattel Auto Race",true
444,118,"Game Boy",false
445,118,"Microvision",false
446,119,"Grand National Assembly Building",false
447,119,"Palace of the Nation",false
448,119,"Parliament Building",false
449,119,"The White House",true
450,120,"True",false
451,120,"False",true
452,121,"Wimbledon",false
453,121,"Australian Open",false
454,121,"French Open",false
455,121,"US Open",true
456,122,"Commodore 64",false
457,122,"TRS-80",true
458,122,"ZX Spectrum",false
459,122,"Apple 3",false
460,123,"Radiators",false
461,123,"Pistons",true
462,123,"Leaf Springs",false
463,123,"ABS",false
464,124,"Twilight Zone Tower of Terror",true
465,124,"The Haunted Mansion",false
466,124,"Peter Pan&#039;s Flight",false
467,124,"Pirates of the Caribbean",false
468,125,"Lady Lukara of the Great Hall",false
469,125,"Dahar Master Kor",false
470,125,"Kahless the Unforgettable",true
471,125,"Molor the Unforgiving",false
472,126,"Chief Keef",false
473,126,"Johannes Brahms",false
474,126,"Wolfgang Amadeus Mozart",false
475,126,"Ludvig Van Beethoven",true
476,127,"I came, I saw, I conquered",true
477,127,"See no evil, hear no evil, speak no evil",false
478,127,"Past, present, and future",false
479,127,"Life, liberty, and happiness",false
480,128,"False",false
481,128,"True",true
482,129,"Billy Corgan",false
483,129,"Dave Navarro",true
484,129,"Tom Morello ",false
485,129,"Ed O&#039;Brien",false
486,130,"False",true
487,130,"True",false
488,131,"True",false
489,131,"False",true
490,132,"Praetorian",false
491,132,"Xenomorph",false
492,132,"Yautja",true
493,132,"Phocrex",false
494,133,"Production I.G",true
495,133,"Shaft",false
496,133,"Trigger",false
497,133,"Kyoto Animation",false
498,134,"Arby&#039;s",true
499,134,"McDonald&#039;s",false
500,134,"Burger King",false
501,134,"Wendy&#039;s",false
502,135,"Sleeping with your eyes open",false
503,135,"Swimming in freezing water",false
504,135,"Finding shapes in clouds",true
505,135,"Breaking glass with your voice",false
506,136,"True",true
507,136,"False",false
508,137,"Portuguese Man-of-War",true
509,137,"Irukandji",false
510,137,"Sea Nettle",false
511,137,"Sea Wasp",false
512,138,"Max",false
513,138,"Rocky",false
514,138,"Lucky",false
515,138,"Bandit",true
516,139,"Honest Hearts ",true
517,139,"Old World Blues",false
518,139,"Lonesome Road",false
519,139,"Dead Money",false
520,140,"Flax",false
521,140,"Hemp",false
522,140,"Silk",false
523,140,"Straw",true
524,141,"Luffy",true
525,141,"Smoker",false
526,141,"Shanks",false
527,141,"Zoro",false
528,142,"D-Day",true
529,142,"Atomic bombings of Hiroshima and Nagasaki",false
530,142,"Attack on Pearl Harbor",false
531,142,"The Liberation of Paris",false
532,143,"Every Villain Is Limes",false
533,143,"Every Villain Is Lemonade",false
534,143,"Every Villain Is Lemons",true
535,143,"Each Villain Is Lemonade",false
536,144,"Margaret",false
537,144,"Kate",false
538,144,"Jenny",false
539,144,"Candy",true
540,145,"Shepard Tone",true
541,145,"McGurck Effect",false
542,145,"Glissandro Illusion",false
543,145,"Fransen Effect",false
544,146,"Peace of Westphalia",true
545,146,"Treaty of Paris",false
546,146,"Treaty of Versailles",false
547,146,"Peace of Prague",false
548,147,"The Elephant",false
549,147,"The Butcher",false
550,147,"Vlad",false
551,147,"The Dentist",true
552,148,"Aristaeus",true
553,148,"Autonoe",false
554,148,"Cephisso",false
555,148,"Carme",false
556,149,"Janet Jackson",false
557,149,"Levi Stubbs",true
558,149,"Joan Jett",false
559,149,"Freddie Mercury",false
560,150,"Minotaur",false
561,150,"Skeleton",true
562,150,"Werewolf",false
563,150,"Vampire",false
564,151,"Ashen Flask",false
565,151,"Estus Flask",true
566,151,"Health Potion",false
567,151,"Orange Juice",false
568,152,"True",true
569,152,"False",false
570,153,"June 17, 2001",false
571,153,"September 29, 2003",false
572,153,"January 14, 2005",false
573,153,"May 20, 2003",true
574,154,"False",false
575,154,"True",true
576,155,"2",false
577,155,"3",false
578,155,"5",false
579,155,"0",true
580,156,"Czar Nicholas II",false
581,156,"Henry VIII",false
582,156,"Marie Antoinette",true
583,156,"Elizabeth I",false
584,157,"Germany",false
585,157,"The United States of America",true
586,157,"Japan",false
587,157,"United Kingdom",false
588,158,"A potato",true
589,158,"An apple",false
590,158,"A tomato",false
591,158,"A lemon",false
592,159,"Cathinone",false
593,159,"Glaucine",false
594,159,"Ephedrine",false
595,159,"Nicotine",true
596,160,"False",true
597,160,"True",false
598,161,"Monopoly",true
599,161,"Coppit",false
600,161,"Pay Day",false
601,161,"Cluedo",false
602,162,"Pakistan",false
603,162,"India",false
604,162,"Egypt",false
605,162,"Philippines",true
606,163,"Crossbow",false
607,163,"Slingshot",false
608,163,"Spear",false
609,163,"Boomerang ",true
610,164,"Time And Resting Dimensions In Space",false
611,164,"Toilet Aid Rope Dog Is Soup",false
612,164,"Time And Relative Dimensions In Style",false
613,164,"Time And Relative Dimensions In Space",true
614,165,"Fiber Wire",false
615,165,"Katana",false
616,165,"Crowbar",true
617,165,"Sledgehammer",false
618,166,"RiDGiD STUDiOS",true
619,166,"Billy Familia",false
620,166,"VeganGainz",false
621,166,"Dan Bell",false
622,167,"True",false
623,167,"False",true
624,168,"Omega",false
625,168,"Delta",false
626,168,"Alpha",false
627,168,"Sigma",true
628,169,"5&prime; 9&Prime;",false
629,169,"5&prime; 5&Prime;",false
630,169,"5&prime; 7&Prime;",true
631,169,"5&prime; 4&Prime;",false
632,170,"DING Ning (China)",true
633,170,"Ai FUKUHARA (Japan)",false
634,170,"LI Xiaoxia (China)",false
635,170,"Song KIM (North Korea)",false
636,171,"Argentina",false
637,171,"Chile",true
638,171,"Brazil",false
639,171,"Colombia",false
640,172,"James Watt",true
641,172,"Albert Einstein",false
642,172,"Nikola Tesla",false
643,172,"Alessandro Volta",false
644,173,"GLaDOS",true
645,173,"Atlas / P-Body",false
646,173,"Wheatley",false
647,173,"Cave Johnson",false
648,174,"2014",false
649,174,"2011",false
650,174,"2013",false
651,174,"2012",true
652,175,"Humans",false
653,175,"Newts",true
654,175,"Sharks",false
655,175,"Squids",false
656,176,"1997",false
657,176,"1992",false
658,176,"1995",true
659,176,"1989",false
660,177,"Danyka Nadeau",false
661,177,"Laura Brehm",true
662,177,"Veela",false
663,177,"Anna Yvette ",false
664,178,"Michelin",false
665,178,"Pirelli",false
666,178,"Goodyear",true
667,178,"Bridgestone",false
668,179,"True",false
669,179,"False",true
670,180,"Tithi",false
671,180,"New Delhi",true
672,180,"Montreal",false
673,180,"Bejing",false
674,181,"Give Me A Dew",false
675,181,"Do The Dew",false
676,181,"Get&#039; that barefoot feelin&#039; drinkin&#039; Mountain Dew",false
677,181,"Yahoo! Mountain Dew... It&#039;ll tickle your innards!",true
678,182,"Call of Duty: Black Ops",false
679,182,"Call of Duty: Modern Warfare 2",false
680,182,"Call of Duty: World at War",true
681,182,"Call of Duty: Black Ops III",false
682,183,"Mini",true
683,183,"Missile",false
684,183,"Magic",false
685,183,"Smash",false
686,184,"Blazer",false
687,184,"Another One",false
688,184,"Princess",false
689,184,"Worst One",true
690,185,"The World",false
691,185,"Made in Heaven",false
692,185,"20th Century Boy",true
693,185,"Star Platinum",false
694,186,"Soviet Union",true
695,186,"Japan",false
696,186,"Italy",false
697,186,"Germany",false
698,187,"2003",false
699,187,"2010",false
700,187,"2001",false
701,187,"2009",true
702,188,"Maribor",false
703,188,"Velenje",false
704,188,"Ljubljana",true
705,188,"Trbovlje",false
706,189,"Eobard Thawne",false
707,189,"Wally West",true
708,189,"Jay Garrick",false
709,189,"Johnny Quick",false
710,190,"xebec",false
711,190,"Kyoto Animation",false
712,190,"Production I.G",false
713,190,"Gonzo",true
714,191,"Brave New World",true
715,191,"Dance of Death",false
716,191,"A Matter of Life and Death",false
717,191,"Somewhere in Time",false
718,192,"Missouri",false
719,192,"Amazon",false
720,192,"Nile",true
721,192,"Yangtze",false
722,193,"The Connells",true
723,193,"R.E.M.",false
724,193,"The Bangles",false
725,193,"The Ocean Blue",false
726,194,"12",true
727,194,"10",false
728,194,"14",false
729,194,"16",false
730,195," Panzer IV",false
731,195,"Renault FT",true
732,195,"M4 Sherman",false
733,195,"Cromwell ",false
734,196,"Miles Edgeworth",false
735,196,"Mike Meekins",false
736,196,"Lana Skye",false
737,196,"Damon Gant",true
738,197,"False",false
739,197,"True",true
740,198,"Kobe Bryant",false
741,198,"Kareem Abdul-Jabbar",false
742,198,"Kevin Garnett",false
743,198,"Robert Parish",true
744,199,"Jaller",false
745,199,"Tahu",false
746,199,"Vakama",false
747,199,"Takua",true
748,200,"Cursed to roll a boulder up a hill for eternity.",true
749,200,"Standing in a lake filled with water he could not drink.",false
750,200,"To fell a tree that regenerated after every axe swing.",false
751,200,"Tied to a boulder for eternity, being pecked by birds.",false
752,201,"True",false
753,201,"False",true
754,202,"October 29, 2003",true
755,202,"December 1, 2003",false
756,202,"November 14, 2002",false
757,202,"July 18, 2004",false
758,203,"Invasion of Poland (1939)",true
759,203,"Invasion of Russia (1942)",false
760,203,"Battle of Britain (1940)",false
761,203,"Invasion of Normandy (1944)",false
762,204,"&#039;While&#039; loops",false
763,204,"&#039;If&#039; Statements",false
764,204,"&#039;For&#039; loops",true
765,204,"&#039;Do-while&#039; loops",false
766,205,"Todd &amp; Mira",false
767,205,"Jason &amp; Sarah",false
768,205,"Thomas &amp; Martha",true
769,205,"Joey &amp; Jackie",false
770,206,"False",false
771,206,"True",true
772,207,"True",true
773,207,"False",false
774,208,"Joel Zimmerman",false
775,208,"Terry Cavanagh",false
776,208,"Magnus P&aring;lsson",true
777,208,"Danny Baranowsky",false
778,209,"Yarrow",false
779,209,"Hydrangea",false
780,209,"Lily of the Valley",true
781,209,"Harebell",false
782,210,"Sulfuric acid",true
783,210,"Potassium chloride",false
784,210,"Sodium chloride",false
785,210,"Hydrochloric acid",false
786,211,"16",false
787,211,"13",false
788,211,"18",true
789,211,"15",false
790,212,"Tron",false
791,212,"Fantasia",false
792,212,"The Black Cauldron",true
793,212,"Toy Story",false
794,213,"2009",false
795,213,"2007",false
796,213,"2011",true
797,213,"2014",false
798,214,"Segseu",false
799,214,"Jeongsin",false
800,214,"Simjang",true
801,214,"Aejeong",false
802,215,"Shia LeBouf",false
803,215,"Gene Wilder",true
804,215,"Peter Ostrum",false
805,215,"Johnny Depp",false
806,216,"True",true
807,216,"False",false
808,217,"Fly",false
809,217,"Cut",false
810,217,"Strength",false
811,217,"Flash",true
812,218,"Bentley",false
813,218,"Opel",true
814,218,"Bugatti",false
815,218,"Porsche",false
816,219,"Dicketson",false
817,219,"Dixon",true
818,219,"Grimes",false
819,219,"Dickinson",false
820,220,"Felis",false
821,220,"Felidae",true
822,220,"Cat",false
823,220,"Felinae",false
824,221,"Leaf-Spangled Banner",false
825,221,"March of the Puck Drop",false
826,221,"O Canada",true
827,221,"O Red Maple",false
828,222,"3",false
829,222,"1",true
830,222,"5",false
831,222,"2",false
832,223,"Graphics Processing Unit",false
833,223,"Keyboard",false
834,223,"Central Processing Unit",true
835,223,"Motherboard",false
836,224,"24",false
837,224,"16",false
838,224,"6",false
839,224,"11",true
840,225,"Ronald Wayne",false
841,225,"Steve Wozniak",false
842,225,"Steve Jobs",false
843,225,"Jonathan Ive",true
844,226,"False",false
845,226,"True",true
846,227,"Hong Kong",false
847,227,"Toronto",false
848,227,"Amsterdam",true
849,227,"Rio de Janero",false
850,228,"2000",true
851,228,"2012",false
852,228,"2008",false
853,228,"1988",false
854,229,"Puma",false
855,229,"Leopard",false
856,229,"Cheetah",true
857,229,"Tiger",false
858,230,"Operation Barbarossa",false
859,230,"Operation Sunflower",false
860,230,"Operation Typhoon",true
861,230,"Case Blue",false
862,231,"False",true
863,231,"True",false
864,232,"John Cleese",false
865,232,"Terry Jones",true
866,232,"Eric Idle",false
867,232,"Graham Chapman",false
868,233,"Tom Sheldon",false
869,233,"Mario Frigo",false
870,233,"Marcus Holloway",false
871,233,"Rico Rodriguez",true
872,234,"True",true
873,234,"False",false
874,235,"Contra",false
875,235,"Dance Dance Revolution",false
876,235,"Castlevania",false
877,235,"Gradius",true
878,236,"Pidgey",false
879,236,"Pikachu",false
880,236,"Bulbasaur",false
881,236,"Clefairy",true
882,237,"Metalcraft",true
883,237,"Living Weapon",false
884,237,"Affinity",false
885,237,"Imprint",false
886,238,"Li Shang",false
887,238,"Shan Yu",true
888,238,"Fa Zhou",false
889,238,"Chien-Po",false
890,239,"Shelby Miller",false
891,239,"Jose Fernandez",true
892,239,"Matt Harvey",false
893,239,"Jacob deGrom",false
894,240,"John Hobbes",false
895,240,"Thomas Hobbes",true
896,240,"David Hobbes",false
897,240,"Nathaniel Hobbes",false
898,241,"Ember Shot",false
899,241,"Lava Axe",true
900,241,"Stone-Throwing Devils",false
901,241,"Throwing Knife",false
902,242,"Nymph",false
903,242,"Harpies",true
904,242,"Lilith",false
905,242,"Mermaids",false
906,243,"30&#039;s",false
907,243,"40&#039;s",false
908,243,"50&#039;s",false
909,243,"60&#039;s",true
910,244,"Can&#039;t Help Falling in Love",true
911,244,"In the Ghetto",false
912,244,"Jailhouse Rock",false
913,244,"Wooden Heart",false
914,245,"Rihanna",false
915,245,"Lady Gaga",false
916,245,"Justin Bieber",false
917,245,"Elton John",true
918,246,"Russia and China",false
919,246,"India and Pakistan",false
920,246,"Canada and the United States",true
921,246,"Chile and Argentina",false
922,247,"Berlioz",false
923,247,"Brahms",false
924,247,"Mozart",false
925,247,"Verdi",true
926,248,"The Wild",false
927,248,"Shaolin vs Wu-Tang",false
928,248,"Only Built 4 Cuban Linx",true
929,248,"The Lex Diamond Story",false
930,249,"TT Type 1, Mark 3 (TARDIS)",false
931,249,"TT Type 40, Mark 3 (TARDIS)",true
932,249,"TT Type 40, Mark 5 (TARDIS)",false
933,249,"TT Type 1, Mark 5 (TARDIS)",false
934,250,"False",true
935,250,"True",false
936,251,"Michael Emerson",true
937,251,"Taraji P. Henson",false
938,251,"Jim Caviezel",false
939,251,"Kevin Chapman",false
940,252,"Pirates of the Caribbean ",false
941,252,"Spy Kids",false
942,252,"Harry Potter",true
943,252,"Ted",false
944,253,"Green",false
945,253,"Brown",true
946,253,"Blue",false
947,253,"Yellow",false
948,254,"Lets get this party started!",false
949,254,"I am suffering, please help me.",false
950,254,"I pray that my life ends soon.",false
951,254,"I am in great pain, please help me.",true
952,255,"Jacques",true
953,255,"Jaques",false
954,255,"Jak",false
955,255,"John",false
956,256,"Bashbug",false
957,256,"Stagefright",false
958,256,"Heartbleed",false
959,256,"Shellshock",true
960,257,"50",false
961,257,"26",false
962,257,"74",false
963,257,"100",true
964,258,"False",false
965,258,"True",true
966,259,"Dr. No",true
967,259,"From Russia with Love",false
968,259,"Goldfinger",false
969,259,"Thunderball",false
970,260,"Albus James Lunae Otto Dumbledore",false
971,260,"Albus Valum Jetta Mobius Dumbledore",false
972,260,"Albus Valencium Horatio Kul Dumbledore",false
973,260,"Albus Percival Wulfric Brian Dumbledore",true
974,261,"8",false
975,261,"9",true
976,261,"10",false
977,261,"7",false
978,262,"Prince of Wales Theatre",false
979,262,"CN Tower",true
980,262,"Allan Gardens",false
981,262,"Union Station",false
982,263,"Scud",true
983,263,"Buster",false
984,263,"Whiskers",false
985,263,"Mr. Jones",false
986,264,"True",true
987,264,"False",false
988,265,"True",true
989,265,"False",false
990,266,"True",true
991,266,"False",false
992,267,"Valkyrie",true
993,267,"Molten Core",false
994,267,"Earthshatter",false
995,267,"Rocket Barrage",false
996,268,"False",false
997,268,"True",true
998,269,"2011",false
999,269,"2008",false
1000,269,"2013",false
1001,269,"2012",true
1002,270,"Sonny Moore",false
1003,270,"Adam Richard Wiles",false
1004,270,"Joel Zimmerman",true
1005,270,"Thomas Wesley Pentz",false
1006,271,"Electronic Arts",false
1007,271,"Activision",false
1008,271,"Harmonix",true
1009,271,"Konami",false
1010,272,"April 23rd, 1564",true
